"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":3639}]","3640","instructions","0","3645","0.0-0.0","1","72191","","","","","","","","",""
"","11755","html-button-response","1","15403","0.0-1.0","1","72191","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2590","html-keyboard-response","2","17995","0.0-2.0","1","72191","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","5576.499999966472","survey-text","3","23574","0.0-3.0","1","72191","","","","{""undefined"":""26""}","","","","",""
"","2625","survey-multi-choice","4","26202","0.0-4.0","1","72191","","","","{""Q0"":""Female""}","","","","",""
"","35267","html-button-response","5","61471","0.0-5.0-0.0","1","72191","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","12858","html-button-response","6","74331","0.0-5.0-1.0","1","72191","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","32748","html-button-response","7","107079","0.0-5.0-2.0","1","72191","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","9704","survey-multi-choice","8","116788","0.0-5.0-3.0","1","72191","","","","{""Q0"":""10 Seconds"",""Q1"":""True""}","","","","",""
"","2174","html-button-response","9","118964","0.0-5.0-4.0-0.0","1","72191","Unfortunately, at least one of your answers was incorrect.<p> ","0","","","","","","",""
"","2340","html-button-response","10","121306","0.0-5.1-0.1","1","72191","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","1010","html-button-response","11","122317","0.0-5.1-1.1","1","72191","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","826","html-button-response","12","123144","0.0-5.1-2.1","1","72191","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","5393","survey-multi-choice","13","128541","0.0-5.1-3.1","1","72191","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","2542","html-button-response","14","131086","0.0-6.0","1","72191","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","1172","bandit-task-exp6","15","154445","0.0-7.0-0.0","1","72191","","","","","1","2","2","78","NonInfo"
"","1957","bandit-task-exp6","16","199843","0.0-7.0-0.1","1","72191","","","","","2","2","2","71","NonInfo"
"","713","bandit-task-exp6","17","240121","0.0-7.0-0.2","1","72191","","","","","3","2","2","71","NonInfo"
"","641","bandit-task-exp6","18","262738","0.0-7.0-0.3","1","72191","","","","","4","2","2","72","NonInfo"
"","1320","bandit-task-exp6","19","287372","0.0-7.0-0.4","1","72191","","","","","5","2","2","81","NonInfo"
"","696","bandit-task-exp6","20","310601","0.0-7.0-0.5","1","72191","","","","","6","1","2","0","NonInfo"
"","645","bandit-task-exp6","21","334881","0.0-7.0-0.6","1","72191","","","","","7","1","2","0","NonInfo"
"","546","bandit-task-exp6","22","357847","0.0-7.0-0.7","1","72191","","","","","8","1","1","123","NonInfo"
"","787","bandit-task-exp6","23","380579","0.0-7.0-0.8","1","72191","","","","","9","2","1","0","NonInfo"
"","952","bandit-task-exp6","24","411725","0.0-7.0-0.9","1","72191","","","","","10","2","2","86","NonInfo"
"","2912","bandit-task-exp6","25","444960","0.0-7.0-0.10","1","72191","","","","","11","1","2","0","NonInfo"
"","623","bandit-task-exp6","26","468850","0.0-7.0-0.11","1","72191","","","","","12","1","1","119","NonInfo"
"","542","bandit-task-exp6","27","538705","0.0-7.0-0.12","1","72191","","","","","13","1","1","122","NonInfo"
"","1045","bandit-task-exp6","28","563188","0.0-7.0-0.13","1","72191","","","","","14","1","1","126","NonInfo"
"","7589","bandit-task-exp6","29","615481","0.0-7.0-0.14","1","72191","","","","","15","1","2","0","NonInfo"
"","null","html-keyboard-response","30","630483","0.0-8.0","1","72191","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1125","bandit-task-exp6","31","656220","0.0-9.0-0.0","1","72191","","","","","16","1","1","126","NonInfo"
"","1584","bandit-task-exp6","32","680686","0.0-9.0-0.1","1","72191","","","","","17","2","2","85","NonInfo"
"","670","bandit-task-exp6","33","703386","0.0-9.0-0.2","1","72191","","","","","18","1","2","0","NonInfo"
"","3092","bandit-task-exp6","34","731647","0.0-9.0-0.3","1","72191","","","","","19","1","2","0","NonInfo"
"","8301","bandit-task-exp6","35","769090","0.0-9.0-0.4","1","72191","","","","","20","1","2","0","NonInfo"
"","1110","bandit-task-exp6","36","826674","0.0-9.0-0.5","1","72191","","","","","21","1","2","0","NonInfo"
"","611","bandit-task-exp6","37","849492","0.0-9.0-0.6","1","72191","","","","","22","2","1","0","NonInfo"
"","502","bandit-task-exp6","38","873977","0.0-9.0-0.7","1","72191","","","","","23","1","1","113","NonInfo"
"","942","bandit-task-exp6","39","897030","0.0-9.0-0.8","1","72191","","","","","24","1","1","113","NonInfo"
"","868","bandit-task-exp6","40","949037","0.0-9.0-0.9","1","72191","","","","","25","1","1","110","NonInfo"
"","617","bandit-task-exp6","41","997617","0.0-9.0-0.10","1","72191","","","","","26","1","1","118","NonInfo"
"","3612","bandit-task-exp6","42","1023258","0.0-9.0-0.11","1","72191","","","","","27","1","1","121","NonInfo"
"","15134","bandit-task-exp6","43","1065591","0.0-9.0-0.12","1","72191","","","","","28","1","2","0","NonInfo"
