"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":4005}]","4005","instructions","0","4007","0.0-0.0","1","50866","","","","","","","","",""
"","16466","html-button-response","1","20476","0.0-1.0","1","50866","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2873","html-keyboard-response","2","23350","0.0-2.0","1","50866","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3477.1249999757856","survey-text","3","26831","0.0-3.0","1","50866","","","","{""undefined"":""32""}","","","","",""
"","2404","survey-multi-choice","4","29238","0.0-4.0","1","50866","","","","{""Q0"":""Male""}","","","","",""
"","471989","html-button-response","5","501229","0.0-5.0-0.0","1","50866","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","27351","html-button-response","6","528581","0.0-5.0-1.0","1","50866","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","17703","html-button-response","7","546285","0.0-5.0-2.0","1","50866","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","7613","survey-multi-choice","8","553902","0.0-5.0-3.0","1","50866","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","5516","html-button-response","9","559421","0.0-6.0","1","50866","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","6301","bandit-task-exp6","10","588702","0.0-7.0-0.0","1","50866","","","","","1","2","2","87","NonInfo"
"","2188","bandit-task-exp6","11","613030","0.0-7.0-0.1","1","50866","","","","","2","2","1","0","NonInfo"
"","1748","bandit-task-exp6","12","636967","0.0-7.0-0.2","1","50866","","","","","3","1","1","110","NonInfo"
"","1035","bandit-task-exp6","13","661068","0.0-7.0-0.3","1","50866","","","","","4","1","1","114","NonInfo"
"","830","bandit-task-exp6","14","683920","0.0-7.0-0.4","1","50866","","","","","5","2","1","0","NonInfo"
"","690","bandit-task-exp6","15","707237","0.0-7.0-0.5","1","50866","","","","","6","1","1","114","NonInfo"
"","917","bandit-task-exp6","16","734048","0.0-7.0-0.6","1","50866","","","","","7","2","2","78","NonInfo"
"","626","bandit-task-exp6","17","756582","0.0-7.0-0.7","1","50866","","","","","8","2","1","0","NonInfo"
"","812","bandit-task-exp6","18","780790","0.0-7.0-0.8","1","50866","","","","","9","2","2","90","NonInfo"
"","748","bandit-task-exp6","19","804678","0.0-7.0-0.9","1","50866","","","","","10","1","1","118","NonInfo"
"","1106","bandit-task-exp6","20","832686","0.0-7.0-0.10","1","50866","","","","","11","2","1","0","NonInfo"
"","1076","bandit-task-exp6","21","856462","0.0-7.0-0.11","1","50866","","","","","12","2","1","0","NonInfo"
"","596","bandit-task-exp6","22","878998","0.0-7.0-0.12","1","50866","","","","","13","1","1","120","NonInfo"
"","884","bandit-task-exp6","23","901918","0.0-7.0-0.13","1","50866","","","","","14","1","2","0","NonInfo"
"","556","bandit-task-exp6","24","924462","0.0-7.0-0.14","1","50866","","","","","15","2","1","0","NonInfo"
"","null","html-keyboard-response","25","939466","0.0-8.0","1","50866","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1096","bandit-task-exp6","26","962988","0.0-9.0-0.0","1","50866","","","","","16","2","2","75","NonInfo"
"","742","bandit-task-exp6","27","985814","0.0-9.0-0.1","1","50866","","","","","17","2","1","0","NonInfo"
"","693","bandit-task-exp6","28","1008038","0.0-9.0-0.2","1","50866","","","","","18","2","1","0","NonInfo"
"","644","bandit-task-exp6","29","1032127","0.0-9.0-0.3","1","50866","","","","","19","1","2","0","NonInfo"
"","547","bandit-task-exp6","30","1056071","0.0-9.0-0.4","1","50866","","","","","20","2","1","0","NonInfo"
"","572","bandit-task-exp6","31","1078246","0.0-9.0-0.5","1","50866","","","","","21","1","2","0","NonInfo"
"","665","bandit-task-exp6","32","1102027","0.0-9.0-0.6","1","50866","","","","","22","2","2","79","NonInfo"
"","510","bandit-task-exp6","33","1126102","0.0-9.0-0.7","1","50866","","","","","23","1","2","0","NonInfo"
"","912","bandit-task-exp6","34","1148863","0.0-9.0-0.8","1","50866","","","","","24","1","2","0","NonInfo"
