"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":7593}]","7596","instructions","0","7615","0.0-0.0","1","72609","","","","","","","","",""
"","51416","html-button-response","1","59041","0.0-1.0","1","72609","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1417","html-keyboard-response","2","60464","0.0-2.0","1","72609","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","1844.3500000012136","survey-text","3","62325","0.0-3.0","1","72609","","","","{""undefined"":""27""}","","","","",""
"","3591","survey-multi-choice","4","65928","0.0-4.0","1","72609","","","","{""Q0"":""Female""}","","","","",""
"","9190","html-button-response","5","75125","0.0-5.0-0.0","1","72609","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","16311","html-button-response","6","91443","0.0-5.0-1.0","1","72609","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","8993","html-button-response","7","100442","0.0-5.0-2.0","1","72609","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","5814","survey-multi-choice","8","106267","0.0-5.0-3.0","1","72609","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","1317","html-button-response","9","107592","0.0-6.0","1","72609","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","1164","bandit-task-exp6","10","131878","0.0-7.0-0.0","1","72609","","","","","1","2","1","0","NonInfo"
"","837","bandit-task-exp6","11","155060","0.0-7.0-0.1","1","72609","","","","","2","1","2","0","NonInfo"
"","1428","bandit-task-exp6","12","178991","0.0-7.0-0.2","1","72609","","","","","3","1","1","119","NonInfo"
"","1294","bandit-task-exp6","13","203429","0.0-7.0-0.3","1","72609","","","","","4","2","1","0","NonInfo"
"","580","bandit-task-exp6","14","227720","0.0-7.0-0.4","1","72609","","","","","5","2","2","71","NonInfo"
"","909","bandit-task-exp6","15","251006","0.0-7.0-0.5","1","72609","","","","","6","2","1","0","NonInfo"
"","669","bandit-task-exp6","16","275045","0.0-7.0-0.6","1","72609","","","","","7","2","2","72","NonInfo"
"","524","bandit-task-exp6","17","297840","0.0-7.0-0.7","1","72609","","","","","8","1","2","0","NonInfo"
"","581","bandit-task-exp6","18","320957","0.0-7.0-0.8","1","72609","","","","","9","1","2","0","NonInfo"
"","1173","bandit-task-exp6","19","344842","0.0-7.0-0.9","1","72609","","","","","10","2","1","0","NonInfo"
"","602","bandit-task-exp6","20","368582","0.0-7.0-0.10","1","72609","","","","","11","2","2","73","NonInfo"
"","716","bandit-task-exp6","21","392109","0.0-7.0-0.11","1","72609","","","","","12","2","1","0","NonInfo"
"","957","bandit-task-exp6","22","415168","0.0-7.0-0.12","1","72609","","","","","13","2","2","81","NonInfo"
"","925","bandit-task-exp6","23","439454","0.0-7.0-0.13","1","72609","","","","","14","2","1","0","NonInfo"
"","1363","bandit-task-exp6","24","463762","0.0-7.0-0.14","1","72609","","","","","15","2","1","0","NonInfo"
"","null","html-keyboard-response","25","478768","0.0-8.0","1","72609","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1710","bandit-task-exp6","26","503229","0.0-9.0-0.0","1","72609","","","","","16","1","1","115","NonInfo"
"","517","bandit-task-exp6","27","526560","0.0-9.0-0.1","1","72609","","","","","17","1","1","113","NonInfo"
"","932","bandit-task-exp6","28","551328","0.0-9.0-0.2","1","72609","","","","","18","1","1","116","NonInfo"
"","562","bandit-task-exp6","29","574843","0.0-9.0-0.3","1","72609","","","","","19","1","2","0","NonInfo"
"","726","bandit-task-exp6","30","597912","0.0-9.0-0.4","1","72609","","","","","20","1","1","113","NonInfo"
"","906","bandit-task-exp6","31","622172","0.0-9.0-0.5","1","72609","","","","","21","1","2","0","NonInfo"
"","813","bandit-task-exp6","32","645776","0.0-9.0-0.6","1","72609","","","","","22","2","1","0","NonInfo"
"","805","bandit-task-exp6","33","669712","0.0-9.0-0.7","1","72609","","","","","23","2","1","0","NonInfo"
"","581","bandit-task-exp6","34","692395","0.0-9.0-0.8","1","72609","","","","","24","1","2","0","NonInfo"
"","878","bandit-task-exp6","35","715825","0.0-9.0-0.9","1","72609","","","","","25","1","1","113","NonInfo"
"","1164","bandit-task-exp6","36","740028","0.0-9.0-0.10","1","72609","","","","","26","1","1","126","NonInfo"
"","837","bandit-task-exp6","37","763875","0.0-9.0-0.11","1","72609","","","","","27","1","2","0","NonInfo"
"","1173","bandit-task-exp6","38","787495","0.0-9.0-0.12","1","72609","","","","","28","1","1","114","NonInfo"
"","566","bandit-task-exp6","39","810346","0.0-9.0-0.13","1","72609","","","","","29","2","1","0","NonInfo"
"","1140","bandit-task-exp6","40","834043","0.0-9.0-0.14","1","72609","","","","","30","1","2","0","NonInfo"
"","null","html-keyboard-response","41","849051","0.0-10.0","1","72609","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2781","bandit-task-exp6","42","874563","0.0-11.0-0.0","1","72609","","","","","31","2","2","78","NonInfo"
"","614","bandit-task-exp6","43","897087","0.0-11.0-0.1","1","72609","","","","","32","2","1","0","NonInfo"
"","965","bandit-task-exp6","44","922309","0.0-11.0-0.2","1","72609","","","","","33","1","1","126","NonInfo"
"","605","bandit-task-exp6","45","946192","0.0-11.0-0.3","1","72609","","","","","34","1","2","0","NonInfo"
"","725","bandit-task-exp6","46","969606","0.0-11.0-0.4","1","72609","","","","","35","2","2","72","NonInfo"
"","636","bandit-task-exp6","47","994011","0.0-11.0-0.5","1","72609","","","","","36","2","1","0","NonInfo"
"","677","bandit-task-exp6","48","1017600","0.0-11.0-0.6","1","72609","","","","","37","1","1","116","NonInfo"
"","845","bandit-task-exp6","49","1041085","0.0-11.0-0.7","1","72609","","","","","38","1","1","112","NonInfo"
"","701","bandit-task-exp6","50","1064426","0.0-11.0-0.8","1","72609","","","","","39","1","2","0","NonInfo"
"","836","bandit-task-exp6","51","1087559","0.0-11.0-0.9","1","72609","","","","","40","1","2","0","NonInfo"
"","588","bandit-task-exp6","52","1111131","0.0-11.0-0.10","1","72609","","","","","41","2","2","72","NonInfo"
"","877","bandit-task-exp6","53","1134200","0.0-11.0-0.11","1","72609","","","","","42","2","2","83","NonInfo"
"","603","bandit-task-exp6","54","1157157","0.0-11.0-0.12","1","72609","","","","","43","1","1","115","NonInfo"
"","798","bandit-task-exp6","55","1180394","0.0-11.0-0.13","1","72609","","","","","44","1","1","114","NonInfo"
"","934","bandit-task-exp6","56","1204094","0.0-11.0-0.14","1","72609","","","","","45","1","1","116","NonInfo"
"","null","html-keyboard-response","57","1219101","0.0-12.0","1","72609","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2413","bandit-task-exp6","58","1243907","0.0-13.0-0.0","1","72609","","","","","46","2","2","72","NonInfo"
"","1156","bandit-task-exp6","59","1269015","0.0-13.0-0.1","1","72609","","","","","47","2","1","0","NonInfo"
"","589","bandit-task-exp6","60","1291531","0.0-13.0-0.2","1","72609","","","","","48","1","1","114","NonInfo"
"","1036","bandit-task-exp6","61","1315168","0.0-13.0-0.3","1","72609","","","","","49","1","1","121","NonInfo"
"","748","bandit-task-exp6","62","1338813","0.0-13.0-0.4","1","72609","","","","","50","1","1","117","NonInfo"
"","804","bandit-task-exp6","63","1362201","0.0-13.0-0.5","1","72609","","","","","51","1","1","123","NonInfo"
"","1037","bandit-task-exp6","64","1387221","0.0-13.0-0.6","1","72609","","","","","52","1","2","0","NonInfo"
"","574","bandit-task-exp6","65","1411267","0.0-13.0-0.7","1","72609","","","","","53","1","2","0","NonInfo"
"","579","bandit-task-exp6","66","1434936","0.0-13.0-0.8","1","72609","","","","","54","2","1","0","NonInfo"
"","908","bandit-task-exp6","67","1458837","0.0-13.0-0.9","1","72609","","","","","55","1","1","120","NonInfo"
"","581","bandit-task-exp6","68","1482345","0.0-13.0-0.10","1","72609","","","","","56","1","1","116","NonInfo"
"","581","bandit-task-exp6","69","1506159","0.0-13.0-0.11","1","72609","","","","","57","1","1","126","NonInfo"
"","596","bandit-task-exp6","70","1529788","0.0-13.0-0.12","1","72609","","","","","58","1","2","0","NonInfo"
"","964","bandit-task-exp6","71","1552680","0.0-13.0-0.13","1","72609","","","","","59","2","2","74","NonInfo"
"","629","bandit-task-exp6","72","1575486","0.0-13.0-0.14","1","72609","","","","","60","1","1","122","NonInfo"
"","2743","html-button-response","73","1578237","0.0-14.0","1","72609","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","","","","","","",""
"","12350.445000000065","survey-text","74","1590605","0.0-15.0","1","72609","","","","{""undefined"":""72""}","","","","",""
"","2985.5099999986123","survey-text","75","1593604","0.0-16.0","1","72609","","","","{""undefined"":""116""}","","","","",""
"","4450.370000000577","survey-text","76","1598067","0.0-17.0","1","72609","","","","{""undefined"":""A3GQR89E66AQJY""}","","","","",""
"","9893","html-button-response","77","1607968","0.0-18.0","1","72609","<p><b>The task is now finished</b></p>Copy the following code:  <b>72609</b></br><p>This is your HIT which you will need to receive payment via mTurk.</p><p><b>Thank you for taking part and completing the experiment!</b></p>","0","","","","","","",""
