"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":2925}]","2926","instructions","0","2942","0.0-0.0","1","38029","","","","","","","","",""
"","1214","html-button-response","1","4165","0.0-1.0","1","38029","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1229","html-keyboard-response","2","5398","0.0-2.0","1","38029","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","2565.245000005234","survey-text","3","7973","0.0-3.0","1","38029","","","","{""undefined"":""23""}","","","","",""
"","1886","survey-multi-choice","4","9867","0.0-4.0","1","38029","","","","{""Q0"":""Male""}","","","","",""
"","5525","html-button-response","5","15396","0.0-5.0-0.0","1","38029","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","76609","html-button-response","6","92008","0.0-5.0-1.0","1","38029","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","3658","html-button-response","7","95670","0.0-5.0-2.0","1","38029","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","5472","survey-multi-choice","8","101153","0.0-5.0-3.0","1","38029","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","953","html-button-response","9","102112","0.0-6.0","1","38029","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","1826","bandit-task-exp6","10","125964","0.0-7.0-0.0","1","38029","","","","","1","1","1","125","NonInfo"
"","982","bandit-task-exp6","11","150381","0.0-7.0-0.1","1","38029","","","","","2","1","2","0","NonInfo"
"","760","bandit-task-exp6","12","173803","0.0-7.0-0.2","1","38029","","","","","3","2","2","74","NonInfo"
"","1042","bandit-task-exp6","13","197077","0.0-7.0-0.3","1","38029","","","","","4","2","2","80","NonInfo"
"","1330","bandit-task-exp6","14","220584","0.0-7.0-0.4","1","38029","","","","","5","1","1","112","NonInfo"
"","855","bandit-task-exp6","15","246107","0.0-7.0-0.5","1","38029","","","","","6","1","1","118","NonInfo"
"","1224","bandit-task-exp6","16","269984","0.0-7.0-0.6","1","38029","","","","","7","1","2","0","NonInfo"
"","923","bandit-task-exp6","17","298259","0.0-7.0-0.7","1","38029","","","","","8","2","2","72","NonInfo"
"","713","bandit-task-exp6","18","320993","0.0-7.0-0.8","1","38029","","","","","9","2","2","73","NonInfo"
"","1116","bandit-task-exp6","19","344111","0.0-7.0-0.9","1","38029","","","","","10","1","2","0","NonInfo"
"","544","bandit-task-exp6","20","367005","0.0-7.0-0.10","1","38029","","","","","11","1","1","129","NonInfo"
"","673","bandit-task-exp6","21","391009","0.0-7.0-0.11","1","38029","","","","","12","1","1","111","NonInfo"
"","3163","bandit-task-exp6","22","417774","0.0-7.0-0.12","1","38029","","","","","13","2","2","74","NonInfo"
"","689","bandit-task-exp6","23","440341","0.0-7.0-0.13","1","38029","","","","","14","2","2","84","NonInfo"
"","963","bandit-task-exp6","24","463765","0.0-7.0-0.14","1","38029","","","","","15","2","2","71","NonInfo"
"","null","html-keyboard-response","25","478785","0.0-8.0","1","38029","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1334","bandit-task-exp6","26","502869","0.0-9.0-0.0","1","38029","","","","","16","2","2","87","NonInfo"
"","684","bandit-task-exp6","27","525623","0.0-9.0-0.1","1","38029","","","","","17","1","1","129","NonInfo"
"","583","bandit-task-exp6","28","548368","0.0-9.0-0.2","1","38029","","","","","18","1","1","127","NonInfo"
"","648","bandit-task-exp6","29","570960","0.0-9.0-0.3","1","38029","","","","","19","2","2","80","NonInfo"
"","1245","bandit-task-exp6","30","594447","0.0-9.0-0.4","1","38029","","","","","20","2","2","87","NonInfo"
"","824","bandit-task-exp6","31","629267","0.0-9.0-0.5","1","38029","","","","","21","1","1","115","NonInfo"
