"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":15904}]","15906","instructions","0","15913","0.0-0.0","0","85376","","","","","","","","",""
"","325932","html-button-response","1","341851","0.0-1.0","0","85376","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2769","html-keyboard-response","2","344623","0.0-2.0","0","85376","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","2682.7850001864135","survey-text","3","347313","0.0-3.0","0","85376","","","","{""undefined"":""23""}","","","","",""
"","2386","survey-multi-choice","4","349704","0.0-4.0","0","85376","","","","{""Q0"":""Other""}","","","","",""
"","31165","html-button-response","5","380880","0.0-5.0-0.0","0","85376","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","30804","html-button-response","6","411688","0.0-5.0-1.0","0","85376","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","11676","html-button-response","7","423368","0.0-5.0-2.0","0","85376","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","12796","survey-multi-choice","8","436171","0.0-5.0-3.0","0","85376","","","","{""Q0"":""20 Seconds"",""Q1"":""True"",""Q2"":""True""}","","","","",""
"","3038","html-button-response","9","439225","0.0-6.0","0","85376","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","6144","bandit-task-exp6","10","467401","0.0-7.0-0.0","0","85376","","","","","1","2","1","0","Informative"
"","2930","bandit-task-exp6","11","492576","0.0-7.0-0.1","0","85376","","","","","2","1","1","130","Informative"
"","1865","bandit-task-exp6","12","517568","0.0-7.0-0.2","0","85376","","","","","3","2","2","77","Informative"
"","1106","bandit-task-exp6","13","542984","0.0-7.0-0.3","0","85376","","","","","4","1","2","0","Informative"
"","4338","bandit-task-exp6","14","570080","0.0-7.0-0.4","0","85376","","","","","5","1","2","0","Informative"
"","1107","bandit-task-exp6","15","594225","0.0-7.0-0.5","0","85376","","","","","6","1","1","128","Informative"
"","832","bandit-task-exp6","16","618225","0.0-7.0-0.6","0","85376","","","","","7","1","2","0","Informative"
"","1321","bandit-task-exp6","17","643553","0.0-7.0-0.7","0","85376","","","","","8","1","1","120","Informative"
"","2593","bandit-task-exp6","18","669496","0.0-7.0-0.8","0","85376","","","","","9","1","1","121","Informative"
"","1498","bandit-task-exp6","19","694201","0.0-7.0-0.9","0","85376","","","","","10","1","1","127","Informative"
"","1728","bandit-task-exp6","20","718936","0.0-7.0-0.10","0","85376","","","","","11","1","1","113","Informative"
"","1049","bandit-task-exp6","21","743752","0.0-7.0-0.11","0","85376","","","","","12","1","1","117","Informative"
"","1305","bandit-task-exp6","22","771881","0.0-7.0-0.12","0","85376","","","","","13","1","1","125","Informative"
"","834","bandit-task-exp6","23","796680","0.0-7.0-0.13","0","85376","","","","","14","1","1","110","Informative"
"","961","bandit-task-exp6","24","822368","0.0-7.0-0.14","0","85376","","","","","15","1","2","0","Informative"
"","null","html-keyboard-response","25","837373","0.0-8.0","0","85376","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","7598","bandit-task-exp6","26","868912","0.0-9.0-0.0","0","85376","","","","","16","1","2","0","Informative"
"","2099","bandit-task-exp6","27","894048","0.0-9.0-0.1","0","85376","","","","","17","1","2","0","Informative"
"","3555","bandit-task-exp6","28","921552","0.0-9.0-0.2","0","85376","","","","","18","1","1","114","Informative"
"","2315","bandit-task-exp6","29","948144","0.0-9.0-0.3","0","85376","","","","","19","1","2","0","Informative"
"","3058","bandit-task-exp6","30","976057","0.0-9.0-0.4","0","85376","","","","","20","1","1","118","Informative"
"","1242","bandit-task-exp6","31","1003144","0.0-9.0-0.5","0","85376","","","","","21","1","2","0","Informative"
"","1986","bandit-task-exp6","32","1028568","0.0-9.0-0.6","0","85376","","","","","22","1","2","0","Informative"
"","922","bandit-task-exp6","33","1056320","0.0-9.0-0.7","0","85376","","","","","23","1","1","125","Informative"
"","1609","bandit-task-exp6","34","1081512","0.0-9.0-0.8","0","85376","","","","","24","1","2","0","Informative"
"","3106","bandit-task-exp6","35","1110202","0.0-9.0-0.9","0","85376","","","","","25","1","1","125","Informative"
"","1455","bandit-task-exp6","36","1135936","0.0-9.0-0.10","0","85376","","","","","26","1","2","0","Informative"
"","1202","bandit-task-exp6","37","1159305","0.0-9.0-0.11","0","85376","","","","","27","1","2","0","Informative"
"","977","bandit-task-exp6","38","1183817","0.0-9.0-0.12","0","85376","","","","","28","1","1","110","Informative"
"","953","bandit-task-exp6","39","1208656","0.0-9.0-0.13","0","85376","","","","","29","1","2","0","Informative"
"","2530","bandit-task-exp6","40","1234104","0.0-9.0-0.14","0","85376","","","","","30","1","2","0","Informative"
"","null","html-keyboard-response","41","1249107","0.0-10.0","0","85376","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","5303","bandit-task-exp6","42","1277721","0.0-11.0-0.0","0","85376","","","","","31","1","2","0","Informative"
"","1458","bandit-task-exp6","43","1301080","0.0-11.0-0.1","0","85376","","","","","32","1","2","0","Informative"
"","1570","bandit-task-exp6","44","1326433","0.0-11.0-0.2","0","85376","","","","","33","1","1","120","Informative"
"","3145","bandit-task-exp6","45","1353312","0.0-11.0-0.3","0","85376","","","","","34","1","2","0","Informative"
"","1841","bandit-task-exp6","46","1377217","0.0-11.0-0.4","0","85376","","","","","35","1","2","0","Informative"
"","1201","bandit-task-exp6","47","1402257","0.0-11.0-0.5","0","85376","","","","","36","1","2","0","Informative"
"","3009","bandit-task-exp6","48","1428569","0.0-11.0-0.6","0","85376","","","","","37","1","2","0","Informative"
"","1618","bandit-task-exp6","49","1453392","0.0-11.0-0.7","0","85376","","","","","38","1","1","119","Informative"
"","811","bandit-task-exp6","50","1476849","0.0-11.0-0.8","0","85376","","","","","39","1","1","118","Informative"
"","2696","bandit-task-exp6","51","1503192","0.0-11.0-0.9","0","85376","","","","","40","1","1","122","Informative"
"","5042","bandit-task-exp6","52","1531505","0.0-11.0-0.10","0","85376","","","","","41","1","2","0","Informative"
"","2314","bandit-task-exp6","53","1556402","0.0-11.0-0.11","0","85376","","","","","42","1","2","0","Informative"
"","6720","bandit-task-exp6","54","1585304","0.0-11.0-0.12","0","85376","","","","","43","1","1","114","Informative"
"","1401","bandit-task-exp6","55","1609249","0.0-11.0-0.13","0","85376","","","","","44","1","2","0","Informative"
"","2489","bandit-task-exp6","56","1635168","0.0-11.0-0.14","0","85376","","","","","45","1","2","0","Informative"
"","null","html-keyboard-response","57","1650172","0.0-12.0","0","85376","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","4406","bandit-task-exp6","58","1679250","0.0-13.0-0.0","0","85376","","","","","46","1","1","117","Informative"
"","2520","bandit-task-exp6","59","1704008","0.0-13.0-0.1","0","85376","","","","","47","1","2","0","Informative"
"","3482","bandit-task-exp6","60","1732960","0.0-13.0-0.2","0","85376","","","","","48","1","2","0","Informative"
"","3786","bandit-task-exp6","61","1759921","0.0-13.0-0.3","0","85376","","","","","49","1","2","0","Informative"
"","3058","bandit-task-exp6","62","1788001","0.0-13.0-0.4","0","85376","","","","","50","1","1","130","Informative"
"","2450","bandit-task-exp6","63","1813904","0.0-13.0-0.5","0","85376","","","","","51","1","1","119","Informative"
"","6538","bandit-task-exp6","64","1842608","0.0-13.0-0.6","0","85376","","","","","52","1","2","0","Informative"
"","8002","bandit-task-exp6","65","1876449","0.0-13.0-0.7","0","85376","","","","","53","1","2","0","Informative"
"","1433","bandit-task-exp6","66","1901816","0.0-13.0-0.8","0","85376","","","","","54","1","1","114","Informative"
"","2658","bandit-task-exp6","67","1928648","0.0-13.0-0.9","0","85376","","","","","55","1","2","0","Informative"
"","785","bandit-task-exp6","68","1955865","0.0-13.0-0.10","0","85376","","","","","56","1","1","110","Informative"
"","2881","bandit-task-exp6","69","1981113","0.0-13.0-0.11","0","85376","","","","","57","1","1","128","Informative"
"","954","bandit-task-exp6","70","2004976","0.0-13.0-0.12","0","85376","","","","","58","1","1","124","Informative"
"","1521","bandit-task-exp6","71","2028993","0.0-13.0-0.13","0","85376","","","","","59","1","2","0","Informative"
"","945","bandit-task-exp6","72","2054984","0.0-13.0-0.14","0","85376","","","","","60","1","1","126","Informative"
"","3515","html-button-response","73","2058504","0.0-14.0","0","85376","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","","","","","","",""
"","14528.01000000909","survey-text","74","2073042","0.0-15.0","0","85376","","","","{""undefined"":""100""}","","","","",""
"","5838.975000195205","survey-text","75","2078896","0.0-16.0","0","85376","","","","{""undefined"":""125""}","","","","",""
"","7678.919999860227","survey-text","76","2086585","0.0-17.0","0","85376","","","","{""undefined"":""A3KC385CZNYEG5""}","","","","",""
