"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":9461}]","9463","instructions","0","9471","0.0-0.0","1","896","","","","","","","","",""
"","14474","html-button-response","1","23949","0.0-1.0","1","896","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2551","html-keyboard-response","2","26503","0.0-2.0","1","896","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","4152.9549999395385","survey-text","3","30671","0.0-3.0","1","896","","","","{""undefined"":""48""}","","","","",""
"","2577","survey-multi-choice","4","33254","0.0-4.0","1","896","","","","{""Q0"":""Male""}","","","","",""
"","11155","html-button-response","5","44413","0.0-5.0-0.0","1","896","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","24436","html-button-response","6","68852","0.0-5.0-1.0","1","896","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","229665","html-button-response","7","298520","0.0-5.0-2.0","1","896","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","7882","survey-multi-choice","8","306408","0.0-5.0-3.0","1","896","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","3139","html-button-response","9","309551","0.0-6.0","1","896","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","1657","bandit-task-exp6","10","333519","0.0-7.0-0.0","1","896","","","","","1","1","2","0","NonInfo"
"","1859","bandit-task-exp6","11","358582","0.0-7.0-0.1","1","896","","","","","2","2","2","72","NonInfo"
"","1115","bandit-task-exp6","12","383453","0.0-7.0-0.2","1","896","","","","","3","2","2","75","NonInfo"
"","1011","bandit-task-exp6","13","408078","0.0-7.0-0.3","1","896","","","","","4","2","2","78","NonInfo"
"","930","bandit-task-exp6","14","431629","0.0-7.0-0.4","1","896","","","","","5","2","1","0","NonInfo"
"","1306","bandit-task-exp6","15","456756","0.0-7.0-0.5","1","896","","","","","6","2","2","84","NonInfo"
"","2074","bandit-task-exp6","16","482252","0.0-7.0-0.6","1","896","","","","","7","2","1","0","NonInfo"
"","786","bandit-task-exp6","17","508707","0.0-7.0-0.7","1","896","","","","","8","1","1","124","NonInfo"
"","1267","bandit-task-exp6","18","535163","0.0-7.0-0.8","1","896","","","","","9","1","1","112","NonInfo"
"","1345","bandit-task-exp6","19","559490","0.0-7.0-0.9","1","896","","","","","10","1","1","129","NonInfo"
"","823","bandit-task-exp6","20","584249","0.0-7.0-0.10","1","896","","","","","11","1","2","0","NonInfo"
