"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":9284}]","9285","instructions","0","9290","0.0-0.0","1","6682","","","","","","","","",""
"","21686","html-button-response","1","30978","0.0-1.0","1","6682","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1806","html-keyboard-response","2","32784","0.0-2.0","1","6682","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","5201.614999998128","survey-text","3","37988","0.0-3.0","1","6682","","","","{""undefined"":""39""}","","","","",""
"","2000","survey-multi-choice","4","39991","0.0-4.0","1","6682","","","","{""Q0"":""Male""}","","","","",""
"","21700","html-button-response","5","61693","0.0-5.0-0.0","1","6682","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","34769","html-button-response","6","96464","0.0-5.0-1.0","1","6682","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","22134","html-button-response","7","118599","0.0-5.0-2.0","1","6682","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","14766","survey-multi-choice","8","133367","0.0-5.0-3.0","1","6682","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","8855","html-button-response","9","142224","0.0-6.0","1","6682","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","1191","bandit-task-exp6","10","165598","0.0-7.0-0.0","1","6682","","","","","1","1","1","112","NonInfo"
"","1352","bandit-task-exp6","11","189573","0.0-7.0-0.1","1","6682","","","","","2","1","1","130","NonInfo"
"","2343","bandit-task-exp6","12","214066","0.0-7.0-0.2","1","6682","","","","","3","2","1","0","NonInfo"
"","2218","bandit-task-exp6","13","239872","0.0-7.0-0.3","1","6682","","","","","4","1","2","0","NonInfo"
"","1720","bandit-task-exp6","14","263759","0.0-7.0-0.4","1","6682","","","","","5","1","1","123","NonInfo"
"","2037","bandit-task-exp6","15","287886","0.0-7.0-0.5","1","6682","","","","","6","1","1","113","NonInfo"
"","1625","bandit-task-exp6","16","311449","0.0-7.0-0.6","1","6682","","","","","7","1","1","118","NonInfo"
"","2280","bandit-task-exp6","17","335749","0.0-7.0-0.7","1","6682","","","","","8","1","2","0","NonInfo"
"","862","bandit-task-exp6","18","358742","0.0-7.0-0.8","1","6682","","","","","9","2","1","0","NonInfo"
"","2182","bandit-task-exp6","19","383182","0.0-7.0-0.9","1","6682","","","","","10","1","1","114","NonInfo"
"","1145","bandit-task-exp6","20","406273","0.0-7.0-0.10","1","6682","","","","","11","1","2","0","NonInfo"
"","1051","bandit-task-exp6","21","429981","0.0-7.0-0.11","1","6682","","","","","12","1","2","0","NonInfo"
"","950","bandit-task-exp6","22","452937","0.0-7.0-0.12","1","6682","","","","","13","2","1","0","NonInfo"
"","1352","bandit-task-exp6","23","478643","0.0-7.0-0.13","1","6682","","","","","14","2","1","0","NonInfo"
"","975","bandit-task-exp6","24","501593","0.0-7.0-0.14","1","6682","","","","","15","2","2","82","NonInfo"
"","null","html-keyboard-response","25","516596","0.0-8.0","1","6682","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1866","bandit-task-exp6","26","540802","0.0-9.0-0.0","1","6682","","","","","16","1","1","110","NonInfo"
"","962","bandit-task-exp6","27","564577","0.0-9.0-0.1","1","6682","","","","","17","1","2","0","NonInfo"
"","2198","bandit-task-exp6","28","590658","0.0-9.0-0.2","1","6682","","","","","18","1","1","130","NonInfo"
"","727","bandit-task-exp6","29","613412","0.0-9.0-0.3","1","6682","","","","","19","1","1","119","NonInfo"
"","1256","bandit-task-exp6","30","636671","0.0-9.0-0.4","1","6682","","","","","20","1","1","121","NonInfo"
"","1125","bandit-task-exp6","31","659802","0.0-9.0-0.5","1","6682","","","","","21","1","1","125","NonInfo"
"","1324","bandit-task-exp6","32","683018","0.0-9.0-0.6","1","6682","","","","","22","1","2","0","NonInfo"
"","1282","bandit-task-exp6","33","706189","0.0-9.0-0.7","1","6682","","","","","23","2","2","72","NonInfo"
"","1034","bandit-task-exp6","34","729417","0.0-9.0-0.8","1","6682","","","","","24","1","1","116","NonInfo"
"","911","bandit-task-exp6","35","753237","0.0-9.0-0.9","1","6682","","","","","25","1","1","122","NonInfo"
"","1231","bandit-task-exp6","36","776511","0.0-9.0-0.10","1","6682","","","","","26","1","1","119","NonInfo"
"","1098","bandit-task-exp6","37","799696","0.0-9.0-0.11","1","6682","","","","","27","1","2","0","NonInfo"
"","863","bandit-task-exp6","38","822337","0.0-9.0-0.12","1","6682","","","","","28","2","2","70","NonInfo"
"","910","bandit-task-exp6","39","845381","0.0-9.0-0.13","1","6682","","","","","29","2","1","0","NonInfo"
"","962","bandit-task-exp6","40","868650","0.0-9.0-0.14","1","6682","","","","","30","1","2","0","NonInfo"
"","null","html-keyboard-response","41","883652","0.0-10.0","1","6682","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","4800","bandit-task-exp6","42","911329","0.0-11.0-0.0","1","6682","","","","","31","1","2","0","NonInfo"
"","1033","bandit-task-exp6","43","934394","0.0-11.0-0.1","1","6682","","","","","32","1","1","125","NonInfo"
"","2242","bandit-task-exp6","44","959131","0.0-11.0-0.2","1","6682","","","","","33","1","2","0","NonInfo"
"","3090","bandit-task-exp6","45","987805","0.0-11.0-0.3","1","6682","","","","","34","1","2","0","NonInfo"
"","1060","bandit-task-exp6","46","1011088","0.0-11.0-0.4","1","6682","","","","","35","2","2","76","NonInfo"
"","1327","bandit-task-exp6","47","1034663","0.0-11.0-0.5","1","6682","","","","","36","2","1","0","NonInfo"
"","972","bandit-task-exp6","48","1057897","0.0-11.0-0.6","1","6682","","","","","37","1","1","128","NonInfo"
"","1067","bandit-task-exp6","49","1081191","0.0-11.0-0.7","1","6682","","","","","38","1","1","112","NonInfo"
"","2241","bandit-task-exp6","50","1105291","0.0-11.0-0.8","1","6682","","","","","39","1","1","122","NonInfo"
"","1180","bandit-task-exp6","51","1128845","0.0-11.0-0.9","1","6682","","","","","40","1","2","0","NonInfo"
"","951","bandit-task-exp6","52","1154636","0.0-11.0-0.10","1","6682","","","","","41","2","1","0","NonInfo"
"","1221","bandit-task-exp6","53","1177831","0.0-11.0-0.11","1","6682","","","","","42","1","1","113","NonInfo"
"","1048","bandit-task-exp6","54","1200866","0.0-11.0-0.12","1","6682","","","","","43","1","2","0","NonInfo"
"","1827","bandit-task-exp6","55","1224692","0.0-11.0-0.13","1","6682","","","","","44","2","1","0","NonInfo"
"","1290","bandit-task-exp6","56","1249390","0.0-11.0-0.14","1","6682","","","","","45","1","1","130","NonInfo"
"","null","html-keyboard-response","57","1264392","0.0-12.0","1","6682","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1788","bandit-task-exp6","58","1288491","0.0-13.0-0.0","1","6682","","","","","46","1","1","118","NonInfo"
"","1896","bandit-task-exp6","59","1329157","0.0-13.0-0.1","1","6682","","","","","47","1","2","0","NonInfo"
"","1984","bandit-task-exp6","60","1357381","0.0-13.0-0.2","1","6682","","","","","48","1","1","129","NonInfo"
"","1370","bandit-task-exp6","61","1380705","0.0-13.0-0.3","1","6682","","","","","49","1","2","0","NonInfo"
"","804","bandit-task-exp6","62","1403541","0.0-13.0-0.4","1","6682","","","","","50","2","2","71","NonInfo"
"","1588","bandit-task-exp6","63","1426961","0.0-13.0-0.5","1","6682","","","","","51","2","1","0","NonInfo"
"","989","bandit-task-exp6","64","1450025","0.0-13.0-0.6","1","6682","","","","","52","1","2","0","NonInfo"
"","1569","bandit-task-exp6","65","1473177","0.0-13.0-0.7","1","6682","","","","","53","2","2","87","NonInfo"
"","1078","bandit-task-exp6","66","1496020","0.0-13.0-0.8","1","6682","","","","","54","1","2","0","NonInfo"
"","1152","bandit-task-exp6","67","1519329","0.0-13.0-0.9","1","6682","","","","","55","1","2","0","NonInfo"
"","1152","bandit-task-exp6","68","1542253","0.0-13.0-0.10","1","6682","","","","","56","1","2","0","NonInfo"
"","1642","bandit-task-exp6","69","1565669","0.0-13.0-0.11","1","6682","","","","","57","2","1","0","NonInfo"
"","1221","bandit-task-exp6","70","1590532","0.0-13.0-0.12","1","6682","","","","","58","1","2","0","NonInfo"
"","1058","bandit-task-exp6","71","1613350","0.0-13.0-0.13","1","6682","","","","","59","1","1","128","NonInfo"
"","1216","bandit-task-exp6","72","1636314","0.0-13.0-0.14","1","6682","","","","","60","1","1","123","NonInfo"
"","4657","html-button-response","73","1640973","0.0-14.0","1","6682","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","","","","","","",""
"","11166.544999999925","survey-text","74","1652143","0.0-15.0","1","6682","","","","{""undefined"":""80""}","","","","",""
"","5531.694999997737","survey-text","75","1657676","0.0-16.0","1","6682","","","","{""undefined"":""125""}","","","","",""
"","10531.410000003176","survey-text","76","1668210","0.0-17.0","1","6682","","","","{""undefined"":""A1DZMZTXWOM9MR""}","","","","",""
"","12537","html-button-response","77","1680749","0.0-18.0","1","6682","<p><b>The task is now finished</b></p>Copy the following code:  <b>6682</b></br><p>This is your HIT which you will need to receive payment via mTurk.</p><p><b>Thank you for taking part and completing the experiment!</b></p>","0","","","","","","",""
