"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":10838}]","10839","instructions","0","10847","0.0-0.0","1","91329","","","","","","","","",""
"","15101","html-button-response","1","25954","0.0-1.0","1","91329","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1667","html-keyboard-response","2","27626","0.0-2.0","1","91329","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3014.049999997951","survey-text","3","30654","0.0-3.0","1","91329","","","","{""undefined"":""44""}","","","","",""
"","2424","survey-multi-choice","4","33090","0.0-4.0","1","91329","","","","{""Q0"":""Female""}","","","","",""
"","19802","html-button-response","5","52896","0.0-5.0-0.0","1","91329","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","42012","html-button-response","6","94913","0.0-5.0-1.0","1","91329","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","31546","html-button-response","7","126466","0.0-5.0-2.0","1","91329","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","7792","survey-multi-choice","8","134275","0.0-5.0-3.0","1","91329","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","7105","html-button-response","9","141386","0.0-6.0","1","91329","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","25776","bandit-task-exp6","10","189702","0.0-7.0-0.0","1","91329","","","","","1","2","1","0","NonInfo"
"","1711","bandit-task-exp6","11","213690","0.0-7.0-0.1","1","91329","","","","","2","2","1","0","NonInfo"
"","920","bandit-task-exp6","12","236711","0.0-7.0-0.2","1","91329","","","","","3","1","2","0","NonInfo"
"","2890","bandit-task-exp6","13","261984","0.0-7.0-0.3","1","91329","","","","","4","1","2","0","NonInfo"
"","2571","bandit-task-exp6","14","286668","0.0-7.0-0.4","1","91329","","","","","5","2","1","0","NonInfo"
"","1491","bandit-task-exp6","15","311061","0.0-7.0-0.5","1","91329","","","","","6","1","1","119","NonInfo"
"","5037","bandit-task-exp6","16","338455","0.0-7.0-0.6","1","91329","","","","","7","1","1","127","NonInfo"
"","2293","bandit-task-exp6","17","362954","0.0-7.0-0.7","1","91329","","","","","8","2","2","80","NonInfo"
"","2473","bandit-task-exp6","18","387420","0.0-7.0-0.8","1","91329","","","","","9","2","2","73","NonInfo"
"","1413","bandit-task-exp6","19","414928","0.0-7.0-0.9","1","91329","","","","","10","1","2","0","NonInfo"
"","1211","bandit-task-exp6","20","438892","0.0-7.0-0.10","1","91329","","","","","11","2","2","76","NonInfo"
"","1773","bandit-task-exp6","21","462776","0.0-7.0-0.11","1","91329","","","","","12","2","2","78","NonInfo"
"","1737","bandit-task-exp6","22","487200","0.0-7.0-0.12","1","91329","","","","","13","1","1","121","NonInfo"
"","1895","bandit-task-exp6","23","511377","0.0-7.0-0.13","1","91329","","","","","14","1","1","126","NonInfo"
"","1381","bandit-task-exp6","24","539460","0.0-7.0-0.14","1","91329","","","","","15","2","1","0","NonInfo"
