"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":4071}]","4072","instructions","0","4084","0.0-0.0","0","99998","","","","","","","","",""
"","9105","html-button-response","1","13196","0.0-1.0","0","99998","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1781","html-keyboard-response","2","14981","0.0-2.0","0","99998","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3079","survey-text","3","18069","0.0-3.0","0","99998","","","","{""undefined"":""31""}","","","","",""
"","1852","survey-multi-choice","4","19925","0.0-4.0","0","99998","","","","{""Q0"":""Male""}","","","","",""
"","25535","html-button-response","5","45467","0.0-5.0-0.0","0","99998","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","19196","html-button-response","6","64667","0.0-5.0-1.0","0","99998","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","7625","html-button-response","7","72299","0.0-5.0-2.0","0","99998","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","12313","survey-multi-choice","8","84621","0.0-5.0-3.0","0","99998","","","","{""Q0"":""20 Seconds"",""Q1"":""True"",""Q2"":""True""}","","","","",""
"","2059","html-button-response","9","86691","0.0-6.0","0","99998","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","3655","bandit-task-exp6","10","113203","0.0-7.0-0.0","0","99998","","","","","1","1","1","123","Informative"
"","2089","bandit-task-exp6","11","137402","0.0-7.0-0.1","0","99998","","","","","2","1","1","122","Informative"
"","770","bandit-task-exp6","12","160195","0.0-7.0-0.2","0","99998","","","","","3","2","1","0","Informative"
"","489","bandit-task-exp6","13","182483","0.0-7.0-0.3","0","99998","","","","","4","1","1","128","Informative"
"","673","bandit-task-exp6","14","205506","0.0-7.0-0.4","0","99998","","","","","5","2","2","80","Informative"
"","1569","bandit-task-exp6","15","229098","0.0-7.0-0.5","0","99998","","","","","6","1","1","112","Informative"
"","946","bandit-task-exp6","16","252241","0.0-7.0-0.6","0","99998","","","","","7","1","1","113","Informative"
"","1073","bandit-task-exp6","17","275282","0.0-7.0-0.7","0","99998","","","","","8","1","1","121","Informative"
"","1289","bandit-task-exp6","18","298617","0.0-7.0-0.8","0","99998","","","","","9","2","1","0","Informative"
"","1876","bandit-task-exp6","19","322009","0.0-7.0-0.9","0","99998","","","","","10","2","1","0","Informative"
"","1288","bandit-task-exp6","20","355145","0.0-7.0-0.10","0","99998","","","","","11","1","1","110","Informative"
"","876","bandit-task-exp6","21","381889","0.0-7.0-0.11","0","99998","","","","","12","1","1","114","Informative"
"","1073","bandit-task-exp6","22","407080","0.0-7.0-0.12","0","99998","","","","","13","1","2","0","Informative"
"","1161","bandit-task-exp6","23","430248","0.0-7.0-0.13","0","99998","","","","","14","2","2","82","Informative"
"","1353","bandit-task-exp6","24","456360","0.0-7.0-0.14","0","99998","","","","","15","2","2","73","Informative"
"","null","html-keyboard-response","25","471363","0.0-8.0","0","99998","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
