"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":58752}]","58753","instructions","0","58761","0.0-0.0","0","56116","","","","","","","","",""
"","31747","html-button-response","1","90515","0.0-1.0","0","56116","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","3811","html-keyboard-response","2","94329","0.0-2.0","0","56116","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","4557.66500000027","survey-text","3","98893","0.0-3.0","0","56116","","","","{""undefined"":""38""}","","","","",""
"","2676","survey-multi-choice","4","101573","0.0-4.0","0","56116","","","","{""Q0"":""Male""}","","","","",""
"","26575","html-button-response","5","128153","0.0-5.0-0.0","0","56116","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","89660","html-button-response","6","217816","0.0-5.0-1.0","0","56116","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","33502","html-button-response","7","251321","0.0-5.0-2.0","0","56116","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","32185","survey-multi-choice","8","283513","0.0-5.0-3.0","0","56116","","","","{""Q0"":""20 Seconds"",""Q1"":""True"",""Q2"":""True""}","","","","",""
"","3860","html-button-response","9","287378","0.0-6.0","0","56116","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","4501","bandit-task-exp6","10","314349","0.0-7.0-0.0","0","56116","","","","","1","2","1","0","Informative"
"","5148","bandit-task-exp6","11","342032","0.0-7.0-0.1","0","56116","","","","","2","2","2","83","Informative"
"","2455","bandit-task-exp6","12","366656","0.0-7.0-0.2","0","56116","","","","","3","2","2","74","Informative"
"","2112","bandit-task-exp6","13","391010","0.0-7.0-0.3","0","56116","","","","","4","2","1","0","Informative"
"","1455","bandit-task-exp6","14","414728","0.0-7.0-0.4","0","56116","","","","","5","1","1","113","Informative"
"","3426","bandit-task-exp6","15","440451","0.0-7.0-0.5","0","56116","","","","","6","1","2","0","Informative"
"","1759","bandit-task-exp6","16","464631","0.0-7.0-0.6","0","56116","","","","","7","2","1","0","Informative"
"","1188","bandit-task-exp6","17","488030","0.0-7.0-0.7","0","56116","","","","","8","2","1","0","Informative"
"","877","bandit-task-exp6","18","511067","0.0-7.0-0.8","0","56116","","","","","9","2","1","0","Informative"
"","763","bandit-task-exp6","19","533769","0.0-7.0-0.9","0","56116","","","","","10","2","1","0","Informative"
"","1682","bandit-task-exp6","20","557778","0.0-7.0-0.10","0","56116","","","","","11","1","2","0","Informative"
"","1886","bandit-task-exp6","21","582236","0.0-7.0-0.11","0","56116","","","","","12","2","1","0","Informative"
"","929","bandit-task-exp6","22","605430","0.0-7.0-0.12","0","56116","","","","","13","1","2","0","Informative"
"","1718","bandit-task-exp6","23","629108","0.0-7.0-0.13","0","56116","","","","","14","1","2","0","Informative"
"","2204","bandit-task-exp6","24","653524","0.0-7.0-0.14","0","56116","","","","","15","1","1","126","Informative"
"","null","html-keyboard-response","25","668528","0.0-8.0","0","56116","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","3648","bandit-task-exp6","26","694307","0.0-9.0-0.0","0","56116","","","","","16","1","1","112","Informative"
"","1232","bandit-task-exp6","27","717729","0.0-9.0-0.1","0","56116","","","","","17","1","1","113","Informative"
"","1496","bandit-task-exp6","28","742736","0.0-9.0-0.2","0","56116","","","","","18","1","2","0","Informative"
"","978","bandit-task-exp6","29","765822","0.0-9.0-0.3","0","56116","","","","","19","1","2","0","Informative"
"","2108","bandit-task-exp6","30","790347","0.0-9.0-0.4","0","56116","","","","","20","2","1","0","Informative"
"","2370","bandit-task-exp6","31","814709","0.0-9.0-0.5","0","56116","","","","","21","2","2","78","Informative"
"","1476","bandit-task-exp6","32","838310","0.0-9.0-0.6","0","56116","","","","","22","2","1","0","Informative"
