"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":14886}]","14894","instructions","0","15063","0.0-0.0","0","6562","","","","","","","","",""
"","9084","html-button-response","1","24166","0.0-1.0","0","6562","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2250","html-keyboard-response","2","26416","0.0-2.0","0","6562","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3683.00000000454","survey-text","3","30125","0.0-3.0","0","6562","","","","{""undefined"":""30""}","","","","",""
"","2243","survey-multi-choice","4","32417","0.0-4.0","0","6562","","","","{""Q0"":""Male""}","","","","",""
"","42659","html-button-response","5","75076","0.0-5.0-0.0","0","6562","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","17599","html-button-response","6","92677","0.0-5.0-1.0","0","6562","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","17572","html-button-response","7","110251","0.0-5.0-2.0","0","6562","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","15560","survey-multi-choice","8","125896","0.0-5.0-3.0","0","6562","","","","{""Q0"":""20 Seconds"",""Q1"":""True"",""Q2"":""True""}","","","","",""
"","3335","html-button-response","9","129270","0.0-6.0","0","6562","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","2227","bandit-task-exp6","10","154088","0.0-7.0-0.0","0","6562","","","","","1","2","1","0","Informative"
"","1591","bandit-task-exp6","11","177972","0.0-7.0-0.1","0","6562","","","","","2","2","1","0","Informative"
"","1485","bandit-task-exp6","12","202871","0.0-7.0-0.2","0","6562","","","","","3","2","2","80","Informative"
"","1807","bandit-task-exp6","13","227648","0.0-7.0-0.3","0","6562","","","","","4","2","2","81","Informative"
"","2123","bandit-task-exp6","14","252237","0.0-7.0-0.4","0","6562","","","","","5","2","1","0","Informative"
"","1490","bandit-task-exp6","15","276315","0.0-7.0-0.5","0","6562","","","","","6","1","1","111","Informative"
"","2003","bandit-task-exp6","16","300918","0.0-7.0-0.6","0","6562","","","","","7","2","1","0","Informative"
"","1685","bandit-task-exp6","17","325432","0.0-7.0-0.7","0","6562","","","","","8","2","1","0","Informative"
"","2896","bandit-task-exp6","18","351839","0.0-7.0-0.8","0","6562","","","","","9","2","2","81","Informative"
"","2834","bandit-task-exp6","19","378009","0.0-7.0-0.9","0","6562","","","","","10","2","2","70","Informative"
"","2060","bandit-task-exp6","20","402717","0.0-7.0-0.10","0","6562","","","","","11","2","1","0","Informative"
"","1925","bandit-task-exp6","21","427392","0.0-7.0-0.11","0","6562","","","","","12","2","2","78","Informative"
"","3072","bandit-task-exp6","22","453288","0.0-7.0-0.12","0","6562","","","","","13","2","2","74","Informative"
"","2187","bandit-task-exp6","23","478115","0.0-7.0-0.13","0","6562","","","","","14","2","2","88","Informative"
"","1803","bandit-task-exp6","24","502409","0.0-7.0-0.14","0","6562","","","","","15","2","2","74","Informative"
"","null","html-keyboard-response","25","517460","0.0-8.0","0","6562","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2427","bandit-task-exp6","26","542483","0.0-9.0-0.0","0","6562","","","","","16","2","1","0","Informative"
"","2141","bandit-task-exp6","27","571492","0.0-9.0-0.1","0","6562","","","","","17","2","2","90","Informative"
"","1737","bandit-task-exp6","28","595929","0.0-9.0-0.2","0","6562","","","","","18","2","2","72","Informative"
"","2034","bandit-task-exp6","29","620571","0.0-9.0-0.3","0","6562","","","","","19","2","2","77","Informative"
"","1847","bandit-task-exp6","30","647947","0.0-9.0-0.4","0","6562","","","","","20","2","1","0","Informative"
"","1986","bandit-task-exp6","31","672469","0.0-9.0-0.5","0","6562","","","","","21","2","2","75","Informative"
"","1760","bandit-task-exp6","32","696712","0.0-9.0-0.6","0","6562","","","","","22","2","1","0","Informative"
"","2118","bandit-task-exp6","33","721418","0.0-9.0-0.7","0","6562","","","","","23","2","1","0","Informative"
"","1337","bandit-task-exp6","34","746159","0.0-9.0-0.8","0","6562","","","","","24","2","2","78","Informative"
"","1837","bandit-task-exp6","35","770696","0.0-9.0-0.9","0","6562","","","","","25","2","1","0","Informative"
"","1496","bandit-task-exp6","36","794549","0.0-9.0-0.10","0","6562","","","","","26","2","1","0","Informative"
"","1428","bandit-task-exp6","37","818463","0.0-9.0-0.11","0","6562","","","","","27","2","1","0","Informative"
"","1489","bandit-task-exp6","38","842367","0.0-9.0-0.12","0","6562","","","","","28","2","1","0","Informative"
"","3799","bandit-task-exp6","39","868935","0.0-9.0-0.13","0","6562","","","","","29","2","1","0","Informative"
"","1265","bandit-task-exp6","40","892618","0.0-9.0-0.14","0","6562","","","","","30","2","1","0","Informative"
"","null","html-keyboard-response","41","907622","0.0-10.0","0","6562","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2152","bandit-task-exp6","42","934886","0.0-11.0-0.0","0","6562","","","","","31","2","1","0","Informative"
"","1820","bandit-task-exp6","43","959025","0.0-11.0-0.1","0","6562","","","","","32","2","2","83","Informative"
"","2020","bandit-task-exp6","44","983489","0.0-11.0-0.2","0","6562","","","","","33","2","2","77","Informative"
"","1669","bandit-task-exp6","45","1010779","0.0-11.0-0.3","0","6562","","","","","34","2","2","75","Informative"
"","2077","bandit-task-exp6","46","1035684","0.0-11.0-0.4","0","6562","","","","","35","2","2","80","Informative"
"","1686","bandit-task-exp6","47","1060368","0.0-11.0-0.5","0","6562","","","","","36","2","1","0","Informative"
"","1795","bandit-task-exp6","48","1091153","0.0-11.0-0.6","0","6562","","","","","37","2","2","77","Informative"
"","1732","bandit-task-exp6","49","1116485","0.0-11.0-0.7","0","6562","","","","","38","2","1","0","Informative"
"","5350","bandit-task-exp6","50","1144269","0.0-11.0-0.8","0","6562","","","","","39","2","1","0","Informative"
"","1793","bandit-task-exp6","51","1169063","0.0-11.0-0.9","0","6562","","","","","40","2","2","80","Informative"
"","1982","bandit-task-exp6","52","1198142","0.0-11.0-0.10","0","6562","","","","","41","2","2","85","Informative"
"","1752","bandit-task-exp6","53","1236670","0.0-11.0-0.11","0","6562","","","","","42","2","1","0","Informative"
"","2449","bandit-task-exp6","54","1262005","0.0-11.0-0.12","0","6562","","","","","43","2","1","0","Informative"
"","2790","bandit-task-exp6","55","1288692","0.0-11.0-0.13","0","6562","","","","","44","2","1","0","Informative"
"","1735","bandit-task-exp6","56","1313668","0.0-11.0-0.14","0","6562","","","","","45","2","2","84","Informative"
"","null","html-keyboard-response","57","1328676","0.0-12.0","0","6562","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2432","bandit-task-exp6","58","1358459","0.0-13.0-0.0","0","6562","","","","","46","2","2","80","Informative"
"","2345","bandit-task-exp6","59","1386284","0.0-13.0-0.1","0","6562","","","","","47","2","2","75","Informative"
"","1710","bandit-task-exp6","60","1416780","0.0-13.0-0.2","0","6562","","","","","48","2","1","0","Informative"
"","1637","bandit-task-exp6","61","1444645","0.0-13.0-0.3","0","6562","","","","","49","2","2","76","Informative"
