"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":84210}]","84212","instructions","0","84225","0.0-0.0","0","88645","","","","","","","","",""
"","28729","html-button-response","1","112964","0.0-1.0","0","88645","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2695","html-keyboard-response","2","115663","0.0-2.0","0","88645","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3624.599999981001","survey-text","3","119303","0.0-3.0","0","88645","","","","{""undefined"":""42""}","","","","",""
"","2231","survey-multi-choice","4","121541","0.0-4.0","0","88645","","","","{""Q0"":""Male""}","","","","",""
"","74972","html-button-response","5","196519","0.0-5.0-0.0","0","88645","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","71127","html-button-response","6","267650","0.0-5.0-1.0","0","88645","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","23592","html-button-response","7","291247","0.0-5.0-2.0","0","88645","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","41635","survey-multi-choice","8","332897","0.0-5.0-3.0","0","88645","","","","{""Q0"":""20 Seconds"",""Q1"":""True"",""Q2"":""True""}","","","","",""
"","5599","html-button-response","9","338507","0.0-6.0","0","88645","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","3693","bandit-task-exp6","10","367258","0.0-7.0-0.0","0","88645","","","","","1","2","2","72","Informative"
"","5513","bandit-task-exp6","11","396395","0.0-7.0-0.1","0","88645","","","","","2","1","1","114","Informative"
"","2833","bandit-task-exp6","12","422008","0.0-7.0-0.2","0","88645","","","","","3","2","1","0","Informative"
"","5475","bandit-task-exp6","13","450802","0.0-7.0-0.3","0","88645","","","","","4","2","2","78","Informative"
"","2309","bandit-task-exp6","14","476136","0.0-7.0-0.4","0","88645","","","","","5","2","1","0","Informative"
"","4469","bandit-task-exp6","15","502978","0.0-7.0-0.5","0","88645","","","","","6","2","1","0","Informative"
"","1217","bandit-task-exp6","16","527963","0.0-7.0-0.6","0","88645","","","","","7","2","2","79","Informative"
"","4039","bandit-task-exp6","17","554054","0.0-7.0-0.7","0","88645","","","","","8","1","2","0","Informative"
"","1049","bandit-task-exp6","18","577437","0.0-7.0-0.8","0","88645","","","","","9","1","2","0","Informative"
"","860","bandit-task-exp6","19","600716","0.0-7.0-0.9","0","88645","","","","","10","2","2","72","Informative"
"","1639","bandit-task-exp6","20","625285","0.0-7.0-0.10","0","88645","","","","","11","2","1","0","Informative"
"","1157","bandit-task-exp6","21","649585","0.0-7.0-0.11","0","88645","","","","","12","2","2","89","Informative"
"","2495","bandit-task-exp6","22","674051","0.0-7.0-0.12","0","88645","","","","","13","2","2","77","Informative"
"","1963","bandit-task-exp6","23","699353","0.0-7.0-0.13","0","88645","","","","","14","1","1","112","Informative"
"","2005","bandit-task-exp6","24","723828","0.0-7.0-0.14","0","88645","","","","","15","1","1","129","Informative"
