"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":10904}]","10905","instructions","0","10905","0.0-0.0","1","22008","","","","","","","","",""
"","19185","html-button-response","1","30092","0.0-1.0","1","22008","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1703","html-keyboard-response","2","31798","0.0-2.0","1","22008","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","3049","survey-text","3","34849","0.0-3.0","1","22008","","","","{""undefined"":""37""}","","","","",""
"","2170","survey-multi-choice","4","37023","0.0-4.0","1","22008","","","","{""Q0"":""Male""}","","","","",""
"","11907","html-button-response","5","48934","0.0-5.0-0.0","1","22008","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","17020","html-button-response","6","65956","0.0-5.0-1.0","1","22008","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","10354","html-button-response","7","76310","0.0-5.0-2.0","1","22008","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","6219","survey-multi-choice","8","82533","0.0-5.0-3.0","1","22008","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","3443","html-button-response","9","85980","0.0-6.0","1","22008","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","37071","bandit-task-exp6","10","145294","0.0-7.0-0.0","1","22008","","","","","1","1","2","0","NonInfo"
"","372","bandit-task-exp6","11","167489","0.0-7.0-0.1","1","22008","","","","","2","2","2","80","NonInfo"
"","431","bandit-task-exp6","12","189891","0.0-7.0-0.2","1","22008","","","","","3","2","1","0","NonInfo"
"","411","bandit-task-exp6","13","212181","0.0-7.0-0.3","1","22008","","","","","4","2","1","0","NonInfo"
"","381","bandit-task-exp6","14","235314","0.0-7.0-0.4","1","22008","","","","","5","1","1","116","NonInfo"
"","797","bandit-task-exp6","15","258021","0.0-7.0-0.5","1","22008","","","","","6","1","2","0","NonInfo"
"","517","bandit-task-exp6","16","280374","0.0-7.0-0.6","1","22008","","","","","7","2","1","0","NonInfo"
"","718","bandit-task-exp6","17","302950","0.0-7.0-0.7","1","22008","","","","","8","1","2","0","NonInfo"
"","436","bandit-task-exp6","18","327338","0.0-7.0-0.8","1","22008","","","","","9","2","2","77","NonInfo"
"","484","bandit-task-exp6","19","349746","0.0-7.0-0.9","1","22008","","","","","10","1","2","0","NonInfo"
"","490","bandit-task-exp6","20","371929","0.0-7.0-0.10","1","22008","","","","","11","1","2","0","NonInfo"
"","419","bandit-task-exp6","21","394234","0.0-7.0-0.11","1","22008","","","","","12","2","2","71","NonInfo"
"","766","bandit-task-exp6","22","417136","0.0-7.0-0.12","1","22008","","","","","13","2","1","0","NonInfo"
"","657","bandit-task-exp6","23","439734","0.0-7.0-0.13","1","22008","","","","","14","1","2","0","NonInfo"
"","452","bandit-task-exp6","24","461755","0.0-7.0-0.14","1","22008","","","","","15","1","2","0","NonInfo"
"","null","html-keyboard-response","25","476757","0.0-8.0","1","22008","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1212","bandit-task-exp6","26","499833","0.0-9.0-0.0","1","22008","","","","","16","1","2","0","NonInfo"
"","534","bandit-task-exp6","27","522498","0.0-9.0-0.1","1","22008","","","","","17","1","2","0","NonInfo"
"","1283","bandit-task-exp6","28","545485","0.0-9.0-0.2","1","22008","","","","","18","1","1","116","NonInfo"
"","648","bandit-task-exp6","29","567925","0.0-9.0-0.3","1","22008","","","","","19","2","2","78","NonInfo"
"","585","bandit-task-exp6","30","590290","0.0-9.0-0.4","1","22008","","","","","20","1","1","112","NonInfo"
"","524","bandit-task-exp6","31","612821","0.0-9.0-0.5","1","22008","","","","","21","2","2","72","NonInfo"
"","542","bandit-task-exp6","32","635133","0.0-9.0-0.6","1","22008","","","","","22","1","1","123","NonInfo"
"","867","bandit-task-exp6","33","657782","0.0-9.0-0.7","1","22008","","","","","23","2","2","74","NonInfo"
"","1611","bandit-task-exp6","34","680829","0.0-9.0-0.8","1","22008","","","","","24","1","1","119","NonInfo"
"","772","bandit-task-exp6","35","703508","0.0-9.0-0.9","1","22008","","","","","25","2","1","0","NonInfo"
"","1391","bandit-task-exp6","36","727122","0.0-9.0-0.10","1","22008","","","","","26","2","1","0","NonInfo"
"","1327","bandit-task-exp6","37","750247","0.0-9.0-0.11","1","22008","","","","","27","1","2","0","NonInfo"
"","781","bandit-task-exp6","38","773062","0.0-9.0-0.12","1","22008","","","","","28","1","1","117","NonInfo"
"","726","bandit-task-exp6","39","795574","0.0-9.0-0.13","1","22008","","","","","29","2","1","0","NonInfo"
"","458","bandit-task-exp6","40","818538","0.0-9.0-0.14","1","22008","","","","","30","1","2","0","NonInfo"
"","null","html-keyboard-response","41","833539","0.0-10.0","1","22008","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1015","bandit-task-exp6","42","855926","0.0-11.0-0.0","1","22008","","","","","31","1","1","113","NonInfo"
"","1039","bandit-task-exp6","43","878732","0.0-11.0-0.1","1","22008","","","","","32","2","2","80","NonInfo"
"","904","bandit-task-exp6","44","901627","0.0-11.0-0.2","1","22008","","","","","33","1","2","0","NonInfo"
"","1902","bandit-task-exp6","45","925715","0.0-11.0-0.3","1","22008","","","","","34","1","2","0","NonInfo"
"","1268","bandit-task-exp6","46","948632","0.0-11.0-0.4","1","22008","","","","","35","2","2","82","NonInfo"
"","516","bandit-task-exp6","47","971457","0.0-11.0-0.5","1","22008","","","","","36","1","2","0","NonInfo"
"","773","bandit-task-exp6","48","993906","0.0-11.0-0.6","1","22008","","","","","37","1","1","122","NonInfo"
"","779","bandit-task-exp6","49","1016135","0.0-11.0-0.7","1","22008","","","","","38","2","1","0","NonInfo"
"","743","bandit-task-exp6","50","1038290","0.0-11.0-0.8","1","22008","","","","","39","1","1","111","NonInfo"
"","789","bandit-task-exp6","51","1060448","0.0-11.0-0.9","1","22008","","","","","40","1","2","0","NonInfo"
"","875","bandit-task-exp6","52","1083123","0.0-11.0-0.10","1","22008","","","","","41","1","2","0","NonInfo"
"","1049","bandit-task-exp6","53","1105502","0.0-11.0-0.11","1","22008","","","","","42","1","1","111","NonInfo"
"","632","bandit-task-exp6","54","1128158","0.0-11.0-0.12","1","22008","","","","","43","1","1","112","NonInfo"
"","725","bandit-task-exp6","55","1156005","0.0-11.0-0.13","1","22008","","","","","44","1","1","117","NonInfo"
"","538","bandit-task-exp6","56","1178038","0.0-11.0-0.14","1","22008","","","","","45","1","1","121","NonInfo"
"","null","html-keyboard-response","57","1193040","0.0-12.0","1","22008","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","1361","bandit-task-exp6","58","1216185","0.0-13.0-0.0","1","22008","","","","","46","1","1","111","NonInfo"
"","1439","bandit-task-exp6","59","1241109","0.0-13.0-0.1","1","22008","","","","","47","1","1","113","NonInfo"
"","556","bandit-task-exp6","60","1264022","0.0-13.0-0.2","1","22008","","","","","48","1","1","123","NonInfo"
"","1173","bandit-task-exp6","61","1286750","0.0-13.0-0.3","1","22008","","","","","49","2","1","0","NonInfo"
"","872","bandit-task-exp6","62","1309277","0.0-13.0-0.4","1","22008","","","","","50","2","2","73","NonInfo"
