"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":9649}]","9650","instructions","0","9656","0.0-0.0","0","78797","","","","","","","","",""
"","17940","html-button-response","1","27600","0.0-1.0","0","78797","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","1439","html-keyboard-response","2","29040","0.0-2.0","0","78797","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","1939.7099999769125","survey-text","3","30984","0.0-3.0","0","78797","","","","{""undefined"":""23""}","","","","",""
"","1592","survey-multi-choice","4","32580","0.0-4.0","0","78797","","","","{""Q0"":""Male""}","","","","",""
"","5566","html-button-response","5","38149","0.0-5.0-0.0","0","78797","<p> On each trial throughout the experiment you will choose between the options </br><b> Find Out Now </b> and <b> Keep It Secret </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/KeepItSecret.jpg'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/FindOutNow.jpg'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p><p>You can however gain information about the outcome as the two options, Find Out Now & Keep It Secret, suggest. </p>","0","","","","","","",""
"","9397","html-button-response","6","47548","0.0-5.0-1.0","0","78797","<img src= 'cues/Experiment6.png'></img><p>As seen above, when choosing the <b>'Find Out Now'</b> option, you will receive either a happy face or sad face.</br>The happy face means you will win points after the delay, whereas the sad face means you will receive 0 points.</br></p><p> When choosing the <b> 'Keep it Secret' </b> option you will receive a confused face.</br> This face appears regardless of whether you are going to win points or not. </p>In short, choosing 'Find Out Now' allows you to find out the outcome before you experience it (after the delay).</br></br>","0","","","","","","",""
"","2074","html-button-response","7","49625","0.0-5.0-2.0","0","78797","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","87445","survey-multi-choice","8","137077","0.0-5.0-3.0","0","78797","","","","{""Q0"":""30 Seconds"",""Q1"":""False"",""Q2"":""True""}","","","","",""
"","1135","html-button-response","9","138216","0.0-5.0-4.0-0.0","0","78797","Unfortunately, at least one of your answers was incorrect.<p> ","0","","","","","","",""
