"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","condition","PID","stimulus","button_pressed","key_press","responses","banditTrial","choice","cue","feedback","magnit"
"[{""page_index"":0,""viewing_time"":13420}]","13422","instructions","0","13430","0.0-0.0","1","88422","","","","","","","","",""
"","27542","html-button-response","1","40978","0.0-1.0","1","88422","<p>This experiment is now online instead of in-person in a controlled computer lab due to the current COVID-19 pandemic.</br> Please focus on the experiment and refrain from activities such as:</p>- <b>switching to other tabs on your browser (this will be monitored via the experiment)</br> - going on your mobile phone/cell phone</br> - communicating with others</br></br></b><p>This way you are helping to provide data that is useful for psychological research.</p>","0","","","","","","",""
"","2267","html-keyboard-response","2","43248","0.0-2.0","1","88422","<p>Welcome to the experiment.</p><p>Press the SPACE bar to continue</p>","","32","","","","","",""
"","4783.999999985099","survey-text","3","48046","0.0-3.0","1","88422","","","","{""undefined"":""38""}","","","","",""
"","1723","survey-multi-choice","4","49788","0.0-4.0","1","88422","","","","{""Q0"":""Female""}","","","","",""
"","21931","html-button-response","5","71725","0.0-5.0-0.0","1","88422","<p> On each trial throughout the experiment you will choose between two options </br>a <b>Black Square </b> and <b> Black Triangle </b>, as seen below.</p><div><div style= 'float: left; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/square.png'></img></div><div style= 'float: right; width: 300px; margin: 10px 10px;'><img src= 'NWTKimg/triangle.png'></img></div></div><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><p>Each option results in winning points or receiving 0 points.</br></br>There is a 50% chance of either winning or receiving 0 points, but you won't receive the outcome until after a <b> 20 second delay</b>.</p>","0","","","","","","",""
"","56157","html-button-response","6","127886","0.0-5.0-1.0","1","88422","<img src= 'NWTKimg/NonInfoDiagram.png'></img><p>As seen above, whether you choose the square or triangle, you will receive a coloured circle after the choice. </p> <p>This circle will be on screen for 20 seconds until you win points or receive 0 points.</p><p>The coloured circle depends on which option you chose. </br> In the above example, choosing a triangle leads to a green circle and choosing the square leads to a red circle.</p>Please note, the circles in your task will be different to the above colours.</br></br>","0","","","","","","",""
"","17608","html-button-response","7","145503","0.0-5.0-2.0","1","88422","<p> There will be <b>four blocks</b> in the experiment.</br>You will be given a short 15 second break between each block.</p><p><b>The points and the options will remain the same between the blocks.</b></p>The blocks are there just to give you a small break.</br></br></br></br><p>The points you earn in the task are also equal to <b> actual money</b>.</br> <b>1000 points is equal to $1 USD</b></p><p>This is the rate you will be paid at the experiment's end.","0","","","","","","",""
"","8334","survey-multi-choice","8","153837","0.0-5.0-3.0","1","88422","","","","{""Q0"":""20 Seconds"",""Q1"":""True""}","","","","",""
"","2694","html-button-response","9","156539","0.0-6.0","1","88422","<p> The experiment is about to start. <br/> Click start to continue, or email your researcher <b>(j.embrey@unsw.edu.au)</b> if you have any questions before starting.","0","","","","","","",""
"","2182","bandit-task-exp6","10","181190","0.0-7.0-0.0","1","88422","","","","","1","1","1","124","NonInfo"
"","1370","bandit-task-exp6","11","207445","0.0-7.0-0.1","1","88422","","","","","2","1","1","126","NonInfo"
"","848","bandit-task-exp6","12","231466","0.0-7.0-0.2","1","88422","","","","","3","2","1","0","NonInfo"
"","1065","bandit-task-exp6","13","254554","0.0-7.0-0.3","1","88422","","","","","4","2","1","0","NonInfo"
"","629","bandit-task-exp6","14","277245","0.0-7.0-0.4","1","88422","","","","","5","1","1","126","NonInfo"
"","898","bandit-task-exp6","15","300346","0.0-7.0-0.5","1","88422","","","","","6","1","1","128","NonInfo"
"","626","bandit-task-exp6","16","323007","0.0-7.0-0.6","1","88422","","","","","7","1","1","128","NonInfo"
"","1882","bandit-task-exp6","17","346909","0.0-7.0-0.7","1","88422","","","","","8","1","2","0","NonInfo"
"","1143","bandit-task-exp6","18","369938","0.0-7.0-0.8","1","88422","","","","","9","2","1","0","NonInfo"
"","753","bandit-task-exp6","19","392791","0.0-7.0-0.9","1","88422","","","","","10","1","1","129","NonInfo"
"","620","bandit-task-exp6","20","415929","0.0-7.0-0.10","1","88422","","","","","11","1","2","0","NonInfo"
"","605","bandit-task-exp6","21","439061","0.0-7.0-0.11","1","88422","","","","","12","1","2","0","NonInfo"
"","853","bandit-task-exp6","22","462150","0.0-7.0-0.12","1","88422","","","","","13","1","2","0","NonInfo"
"","1311","bandit-task-exp6","23","485570","0.0-7.0-0.13","1","88422","","","","","14","1","1","130","NonInfo"
"","941","bandit-task-exp6","24","508442","0.0-7.0-0.14","1","88422","","","","","15","1","2","0","NonInfo"
"","null","html-keyboard-response","25","523452","0.0-8.0","1","88422","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","null","","","","","",""
"","2869","bandit-task-exp6","26","548581","0.0-9.0-0.0","1","88422","","","","","16","1","1","114","NonInfo"
"","1302","bandit-task-exp6","27","572243","0.0-9.0-0.1","1","88422","","","","","17","1","2","0","NonInfo"
"","885","bandit-task-exp6","28","595315","0.0-9.0-0.2","1","88422","","","","","18","1","2","0","NonInfo"
"","1313","bandit-task-exp6","29","618614","0.0-9.0-0.3","1","88422","","","","","19","1","1","117","NonInfo"
"","930","bandit-task-exp6","30","642024","0.0-9.0-0.4","1","88422","","","","","20","1","1","118","NonInfo"
"","1130","bandit-task-exp6","31","665087","0.0-9.0-0.5","1","88422","","","","","21","1","2","0","NonInfo"
"","814","bandit-task-exp6","32","687996","0.0-9.0-0.6","1","88422","","","","","22","1","1","126","NonInfo"
"","1176","bandit-task-exp6","33","712437","0.0-9.0-0.7","1","88422","","","","","23","1","1","127","NonInfo"
"","1510","bandit-task-exp6","34","735915","0.0-9.0-0.8","1","88422","","","","","24","1","2","0","NonInfo"
"","1025","bandit-task-exp6","35","759907","0.0-9.0-0.9","1","88422","","","","","25","1","2","0","NonInfo"
"","1162","bandit-task-exp6","36","783530","0.0-9.0-0.10","1","88422","","","","","26","1","1","122","NonInfo"
"","1049","bandit-task-exp6","37","819465","0.0-9.0-0.11","1","88422","","","","","27","1","1","129","NonInfo"
"","933","bandit-task-exp6","38","849044","0.0-9.0-0.12","1","88422","","","","","28","1","1","113","NonInfo"
"","1163","bandit-task-exp6","39","873426","0.0-9.0-0.13","1","88422","","","","","29","1","1","129","NonInfo"
"","964","bandit-task-exp6","40","896398","0.0-9.0-0.14","1","88422","","","","","30","1","2","0","NonInfo"
